list_name,name,label,region,zone,woreda
choices_kebele,20304888011,Durifli,2,203,20304
choices_kebele,20306888001,Werkamba,2,203,20306
choices_kebele,20306888002,Geberoch,2,203,20306
choices_kebele,20306888003,Cheno,2,203,20306
choices_kebele,20306888004,Goze,2,203,20306
choices_kebele,20306888005,Coca,2,203,20306
choices_kebele,20306888006,Debreko,2,203,20306
choices_kebele,20306888007,Sufi Ager,2,203,20306
choices_kebele,20306888008,Abali,2,203,20306
choices_kebele,20306888009,Lay Metekleya,2,203,20306
choices_kebele,20306888010,Tach Metekleya,2,203,20306
choices_kebele,20306888011,Bilu,2,203,20306
choices_kebele,20306888012,Chisa,2,203,20306
choices_kebele,20307888001,Diyara,2,203,20307
choices_kebele,20307888002,Buri,2,203,20307
choices_kebele,20307888003,Rebena Segento,2,203,20307
choices_kebele,20307888004,Tutli,2,203,20307
choices_kebele,20307888005,Adlelita,2,203,20307
choices_kebele,20307888006,Burka,2,203,20307
choices_kebele,20307888007,Derabto,2,203,20307
choices_kebele,20307888008,Dengelegita,2,203,20307
choices_kebele,20307888009,Moriburi,2,203,20307
choices_kebele,20307888010,Kodie,2,203,20307
choices_kebele,20307888011,Subulenawenahara,2,203,20307
choices_kebele,20307888012,Hingeg,2,203,20307
choices_kebele,20307888013,Bedafero,2,203,20307
choices_kebele,20401888001,Sidehamelef,2,204,20401
choices_kebele,20401888002,Urikumam,2,204,20401
choices_kebele,20401888003,Hidelu,2,204,20401
choices_kebele,20401888004,Fentona Asela,2,204,20401
choices_kebele,20401888005,Debel,2,204,20401
choices_kebele,20401888006,Lekuma,2,204,20401
choices_kebele,20401888007,Lekora,2,204,20401
choices_kebele,20401888008,Alibery Mesgid,2,204,20401
choices_kebele,20401888009,Hida,2,204,20401
choices_kebele,20402888001,Huletegna badola,2,204,20402
choices_kebele,20402888002,Adegna badola,2,204,20402
choices_kebele,20402888003,Fiyalo,2,204,20402
choices_kebele,20402888004,Burka,2,204,20402
choices_kebele,20402888005,Kufuburu,2,204,20402
choices_kebele,20402888006,Buty,2,204,20402
choices_kebele,20402888007,Bolotom,2,204,20402
choices_kebele,20402888008,Bilu,2,204,20402
choices_kebele,20402888009,Regden,2,204,20402
